zip,elevation_m,Temp
84315,1293,94
84316,1370,94
84317,1722,94
84318,1471,94
84319,2067,94
84320,1374,94
84321,2290,94
84322,1407,94
84324,1584,94
84325,1425,94
84326,1406,94
84327,1383,94
84328,1550,94
84329,1663,94
84330,1373,94
84331,1921,94
84332,1454,94
84333,1505,94
84334,1331,94
84335,1355,94
84336,1372,94
84337,1308,94
84338,1360,94
84339,1390,94
84340,1282,94
84341,1411,94
84401,1309,94
84403,2275,94
84404,1286,94
84405,1383,94
84408,1455,94
84414,1517,94
84501,1721,94
84511,1692,94
84512,1428,94
84513,1777,94
84515,1313,94
84516,1766,94
84518,1801,94
84520,1812,94
84521,1703,94
84522,1924,94
84523,2452,94
84525,1863,94
84526,2266,94
84528,2591,94
84529,2220,94
84530,1780,94
84531,1420,94
84532,2174,94
84533,1413,94
84534,1397,94
84535,2075,94
84536,1515,94
84537,2339,94
84539,2344,94
84540,2080,94
84542,2485,94
84601,1376,94
84602,1434,94
84604,2595,94
84606,1439,94
84620,1573,94
84621,1565,94
84622,1566,94
84623,1669,94
84624,1414,94
84626,1479,94
84627,1694,94
84628,2176,94
84629,1954,94
84630,1985,94
84631,1481,94
84632,1861,94
84633,1402,94
84634,1620,94
84635,1401,94
84636,1472,94
84637,1987,94
84638,1513,94
84639,1572,94
84640,1465,94
84642,2217,94
84643,1951,94
84644,2456,94
84645,1550,94
84646,1691,94
84647,2011,94
84648,1536,94
84649,1739,94
84651,1957,94
84652,1586,94
84653,1419,94
84654,2318,94
84655,1508,94
84656,1618,94
84657,1703,94
84660,1960,94
84662,1938,94
84663,1850,94
84664,1442,94
84665,2484,94
84667,2074,94
84701,2645,94
84710,2254,94
84711,1607,94
84712,2075,94
84713,2568,94
84714,1583,94
84715,2219,94
84716,2198,94
84718,1989,94
84719,3100,94
84720,2141,94
84721,1678,94
84722,2089,94
84723,1846,94
84724,1625,94
84725,1864,94
84726,1755,94
84728,1472,94
84729,2115,94
84730,1909,94
84731,1936,94
84732,2070,94
84733,1296,94
84734,1395,94
84735,2156,94
84736,2385,94
84737,1716,94
84738,1518,94
84739,1693,94
84740,2237,94
84741,1930,94
84742,2260,94
84743,1837,94
84744,2877,94
84745,1038,94
84746,1062,94
84747,2193,94
84749,2501,94
84750,1968,94
84751,1700,94
84752,1882,94
84753,2111,94
84754,1680,94
84755,1673,94
84756,1576,94
84757,1590,94
84758,2221,94
84759,2004,94
84760,2469,94
84761,1776,94
84762,2827,94
84763,1340,94
84764,2723,94
84765,1297,94
84766,2095,94
84767,1202,94
84770,865,94
84772,1812,94
84773,2445,94
84774,1073,94
84775,1424,94
84776,1926,94
84779,1886,94
84780,927,94
84781,2340,94
84782,1611,94
84783,1546,94
84784,1591,94
84790,842,94
85003,336,102
85004,337,102
85006,337,102
85007,328,102
85008,356,102
85009,321,102
85012,345,102
85013,348,102
85014,348,102
85015,349,102
85016,367,102
85017,348,102
85018,390,102
85019,348,102
85020,392,102
85021,370,102
85022,471,102
85023,410,102
85024,460,102
85026,362,102
85027,429,102
85028,433,102
85029,389,102
85031,339,102
85032,434,102
85033,330,102
85034,324,102
85035,325,102
85037,313,102
85040,337,102
85041,327,102
85042,518,102
85043,311,102
85044,421,102
85045,363,102
85048,408,102
85050,485,102
85051,370,102
85053,398,102
85054,512,102
85083,495,102
85085,556,102
85086,555,102
85087,635,102
85118,626,102
85119,516,102
85120,496,102
85121,356,102
85122,419,102
85123,464,102
85128,432,102
85131,494,102
85132,703,102
85135,630,102
85137,768,102
85138,368,102
85139,464,102
85140,486,102
85141,563,102
85142,458,102
85143,458,102
85145,552,102
85147,387,102
85172,388,102
85173,809,102
85191,455,102
85192,830,102
85193,420,102
85194,433,102
85201,380,102
85202,367,102
85203,387,102
85204,380,102
85205,423,102
85206,403,102
85207,527,102
85208,457,102
85209,437,102
85210,372,102
85212,425,102
85213,395,102
85215,553,102
85224,364,102
85225,371,102
85226,352,102
85233,372,102
85234,387,102
85236,392,102
85248,362,102
85249,378,102
85250,388,102
85251,383,102
85253,539,102
85254,433,102
85255,825,102
85256,386,102
85257,371,102
85258,407,102
85259,537,102
85260,438,102
85262,936,102
85263,1093,102
85264,813,102
85266,680,102
85268,546,102
85281,396,102
85282,359,102
85283,359,102
85284,359,102
85286,368,102
85295,390,102
85296,387,102
85297,396,102
85298,396,102
85301,351,102
85302,359,102
85303,336,102
85304,365,102
85305,327,102
85306,378,102
85307,316,102
85308,389,102
85309,326,102
85310,417,102
85320,713,102
85321,1057,102
85322,519,102
85323,295,102
85324,1127,102
85325,465,102
85326,320,102
85328,243,102
85329,300,102
85331,764,102
85332,1240,102
85333,136,102
85334,460,102
85335,335,102
85336,43,102
85337,209,102
85338,325,102
85339,316,102
85340,331,102
85341,596,102
85342,929,102
85343,249,102
85344,273,102
85345,340,102
85346,362,102
85347,90,102
85348,476,102
85349,48,102
85350,27,102
85351,350,102
85352,103,102
85353,295,102
85354,398,102
85355,378,102
85356,59,102
85357,1351,102
85360,470,102
85361,520,102
85362,1325,102
85363,343,102
85364,38,102
85365,639,102
85367,108,102
85371,98,102
85373,373,102
85374,381,102
85375,381,102
85377,737,102
85378,353,102
85379,352,102
85381,358,102
85382,376,102
85383,537,102
85387,430,102
85388,377,102
85390,843,102
85392,303,102
85395,315,102
85396,389,102
85501,1648,102
85530,1904,102
85531,871,102
85532,1019,102
85533,1823,102
85534,1182,102
85535,835,102
85536,1130,102
85539,1457,102
85540,1245,102
85541,1515,102
85542,1166,102
85543,839,102
85544,1793,102
85545,1227,102
85546,977,102
85550,1174,102
85551,959,102
85552,940,102
85553,732,102
85554,1668,102
85601,1116,102
85602,1384,102
85603,1829,102
85605,1146,102
85606,1336,102
85607,1348,102
85608,1257,102
85609,1598,102
85610,1291,102
85611,1432,102
85613,2035,102
85614,993,102
85615,1453,102
85616,1311,102
85617,1239,102
85618,817,102
85619,2158,102
85620,1403,102
85621,1197,102
85622,1041,102
85623,1244,102
85624,1471,102
85625,1320,102
85626,1214,102
85627,1195,102
85629,1129,102
85630,1202,102
85631,905,102
85632,1310,102
85633,1079,102
85634,643,102
85635,1285,102
85637,1508,102
85638,1462,102
85639,928,102
85640,997,102
85641,1029,102
85643,1316,102
85645,1054,102
85646,981,102
85648,1029,102
85650,1339,102
85653,633,102
85654,625,102
85658,739,102
85701,731,102
85704,756,102
85705,704,102
85706,780,102
85707,794,102
85708,810,102
85709,747,102
85710,792,102
85711,784,102
85712,748,102
85713,747,102
85714,766,102
85715,774,102
85716,746,102
85718,817,102
85719,736,102
85721,743,102
85723,750,102
85724,754,102
85726,753,102
85730,899,102
85734,860,102
85735,784,102
85736,950,102
85737,814,102
85739,1075,102
85741,684,102
85742,742,102
85743,778,102
85745,783,102
85746,860,102
85747,918,102
85748,867,102
85749,835,102
85750,854,102
85755,939,102
85756,826,102
85757,760,102
85901,1937,102
85902,1906,102
85911,1841,102
85912,1836,102
85920,2493,102
85922,2214,102
85923,2004,102
85924,1729,102
85925,2799,102
85926,1722,102
85927,2817,102
85928,1929,102
85929,2044,102
85930,2271,102
85931,2311,102
85932,2538,102
85933,2043,102
85934,1970,102
85935,2257,102
85936,1759,102
85937,1756,102
85938,2252,102
85939,1782,102
85940,2109,102
85941,1875,102
85942,1581,102
86001,2537,102
86003,1638,102
86004,1938,102
86005,2112,102
86011,2105,102
86015,2159,102
86016,1895,102
86017,2008,102
86018,2103,102
86020,1474,102
86021,1532,102
86022,1569,102
86023,1139,102
86024,2053,102
86025,1581,102
86028,1701,102
86029,1591,102
86030,1761,102
86031,1698,102
86032,1618,102
86033,1807,102
86034,1927,102
86035,1426,102
86036,2054,102
86038,2302,102
86039,1846,102
86040,1872,102
86042,1783,102
86043,1929,102
86044,1871,102
86045,1519,102
86046,1914,102
86047,1481,102
86052,2561,102
86053,1713,102
86054,2039,102
86301,1570,102
86303,1960,102
86305,1602,102
86313,1622,102
86314,1552,102
86315,1518,102
86320,1785,102
86321,967,102
86322,934,102
86323,1441,102
86324,1443,102
86325,1048,102
86326,1079,102
86327,1578,102
86329,1511,102
86331,1502,102
86332,1296,102
86333,1114,102
86334,1374,102
86335,1599,102
86336,1408,102
86337,1853,102
86338,1493,102
86343,1969,102
86351,1257,102
86401,1255,102
86403,163,102
86404,493,102
86406,676,102
86409,956,102
86411,1091,102
86413,792,102
86426,248,102
86429,698,102
86431,1258,102
86432,1729,102
86433,693,102
86434,1468,102
86435,1856,102
86436,195,102
86437,1402,102
86438,728,102
86440,162,102
86441,971,102
86442,291,102
86443,585,102
86444,1145,102
86445,804,102
86502,1787,102
86503,1818,102
86504,2289,102
86505,1875,102
86506,2027,102
86507,1893,102
86508,1996,102
86510,1929,102
86511,2149,102
86512,1963,102
86514,1744,102
86515,2163,102
86520,2004,102
86535,1552,102
86538,1646,102
86540,1914,102
86544,2126,102
86545,1648,102
86547,1722,102
86556,2276,102
87001,1640,94
87002,1579,94
87004,1656,94
87005,2064,94
87006,1549,94
87007,1911,94
87008,2571,94
87010,1853,94
87011,1888,94
87012,2460,94
87013,2034,94
87014,1998,94
87015,2008,94
87016,1852,94
87017,2575,94
87018,2091,94
87020,2242,94
87021,2139,94
87022,1493,94
87023,1459,94
87024,1752,94
87025,2503,94
87026,1694,94
87027,2280,94
87028,1520,94
87029,2277,94
87031,1473,94
87032,1870,94
87034,1998,94
87035,1921,94
87036,2107,94
87037,2016,94
87038,2047,94
87040,2061,94
87041,1633,94
87042,1478,94
87043,2268,94
87044,2212,94
87045,2093,94
87046,2222,94
87047,1927,94
87048,1537,94
87049,2252,94
87051,1980,94
87052,1577,94
87053,1757,94
87056,1988,94
87059,2288,94
87060,1471,94
87061,2414,94
87062,1532,94
87063,1905,94
87064,2315,94
87068,1569,94
87070,2083,94
87072,1726,94
87083,1720,94
87101,1512,94
87102,1510,94
87104,1512,94
87105,1505,94
87106,1618,94
87107,1516,94
87108,1613,94
87109,1610,94
87110,1601,94
87111,1761,94
87112,1709,94
87113,1601,94
87114,1592,94
87116,1644,94
87117,1678,94
87120,1727,94
87121,1698,94
87122,1874,94
87123,1749,94
87124,1824,94
87144,1758,94
87151,1759,94
87301,1976,94
87305,2175,94
87310,1962,94
87311,2141,94
87312,2212,94
87313,1957,94
87315,2225,94
87316,2112,94
87317,2069,94
87319,1977,94
87320,2048,94
87321,2195,94
87322,2108,94
87323,2473,94
87325,1748,94
87326,2115,94
87327,1957,94
87328,2225,94
87347,2527,94
87357,2261,94
87364,1816,94
87365,2213,94
87375,1963,94
87401,1629,94
87402,1779,94
87410,1892,94
87412,2013,94
87413,1949,94
87415,1765,94
87416,1708,94
87417,1610,94
87418,1780,94
87419,1967,94
87420,1525,94
87421,1595,94
87455,1698,94
87461,1930,94
87499,1842,94
87501,2695,94
87505,2449,94
87506,2015,94
87507,1889,94
87508,2025,94
87510,2344,94
87511,1939,94
87512,3619,94
87513,2163,94
87514,2298,94
87515,2951,94
87516,2128,94
87517,2138,94
87518,2284,94
87519,2309,94
87520,2365,94
87521,3015,94
87522,2435,94
87523,2158,94
87524,2383,94
87525,3138,94
87527,2136,94
87528,2337,94
87529,2143,94
87530,2119,94
87531,1896,94
87532,1891,94
87535,2198,94
87537,2111,94
87538,2211,94
87539,2173,94
87540,1891,94
87543,2758,94
87544,1976,94
87547,1940,94
87548,1778,94
87549,2004,94
87551,2220,94
87552,2736,94
87553,2433,94
87554,2599,94
87556,2500,94
87557,2504,94
87558,3396,94
87560,2101,94
87562,2249,94
87564,2460,94
87565,2326,94
87566,1722,94
87567,1804,94
87569,1929,94
87571,2822,94
87573,2681,94
87575,2272,94
87577,2594,94
87578,2608,94
87579,3258,94
87580,2726,94
87581,2559,94
87582,2002,94
87583,1880,94
87701,2094,94
87710,3022,94
87711,1665,94
87712,2077,94
87713,2772,94
87714,2460,94
87715,2409,94
87718,2958,94
87722,2518,94
87723,2361,94
87724,1615,94
87728,1853,94
87729,1988,94
87730,1871,94
87731,2302,94
87732,3030,94
87733,1520,94
87734,2293,94
87735,2307,94
87736,2128,94
87740,1912,94
87742,2529,94
87743,1715,94
87745,2188,94
87746,1431,94
87747,1829,94
87749,2470,94
87750,2000,94
87752,2077,94
87753,2029,94
87801,2028,94
87820,2389,94
87821,2104,94
87823,1610,94
87824,2267,94
87825,2274,94
87827,2329,94
87828,1419,94
87829,2270,94
87830,1899,94
87831,1443,94
87832,1387,94
87901,1459,94
87930,1346,94
87931,1386,94
87933,1252,94
87935,1436,94
87936,1249,94
87937,1489,94
87939,1640,94
87940,1271,94
87941,1240,94
87942,1399,94
87943,2119,94
88001,1196,94
88002,1253,94
88003,1208,94
88004,1336,94
88005,1326,94
88007,1366,94
88008,1249,94
88009,1370,94
88011,1941,94
88012,1319,94
88020,1454,94
88021,1265,94
88022,1903,94
88023,1873,94
88024,1167,94
88025,1614,94
88026,1816,94
88027,1157,94
88028,1481,94
88029,1328,94
88030,1298,94
88034,1607,94
88038,2119,94
88039,2946,94
88040,1633,94
88041,1852,94
88042,1661,94
88043,1592,94
88044,1346,94
88045,1318,94
88046,1181,94
88047,1173,94
88048,1175,94
88049,2217,94
88051,1996,94
88052,1522,94
88053,2253,94
88055,1387,94
88056,1287,94
88061,1945,94
88063,1129,94
88065,1753,94
88072,1255,94
88081,1229,94
88101,1350,94
88103,1306,94
88112,1385,94
88113,1209,94
88114,1279,94
88115,1317,94
88116,1364,94
88118,1298,94
88119,1340,94
88120,1444,94
88121,1485,94
88124,1392,94
88125,1266,94
88126,1302,94
88130,1218,94
88132,1272,94
88134,1280,94
88135,1310,94
88136,1597,94
88201,1139,94
88203,1137,94
88210,1110,94
88220,1216,94
88230,1064,94
88231,1087,94
88232,1088,94
88240,1168,94
88242,1121,94
88244,1132,94
88250,1486,94
88252,994,94
88253,1098,94
88254,1018,94
88255,1102,94
88256,1003,94
88260,1207,94
88262,1232,94
88263,909,94
88264,1294,94
88265,1094,94
88267,1255,94
88268,1118,94
88301,1670,94
88310,1221,94
88311,1249,94
88312,2229,94
88314,2205,94
88316,1762,94
88317,2829,94
88318,2061,94
88321,1940,94
88323,2030,94
88324,2028,94
88325,2086,94
88330,1246,94
88336,1776,94
88337,1709,94
88338,1946,94
88339,1800,94
88340,2439,94
88341,2704,94
88342,1304,94
88343,1628,94
88344,1640,94
88345,2105,94
88346,1993,94
88347,2774,94
88348,1783,94
88349,2870,94
88350,2104,94
88351,1599,94
88352,1489,94
88353,1771,94
88354,2092,94
88355,2158,94
88401,1316,94
88410,1458,94
88411,1193,94
88414,2230,94
88415,1582,94
88416,1292,94
88417,1578,94
88418,1805,94
88419,1796,94
88421,1435,94
88422,1816,94
88424,1812,94
88426,1283,94
88427,1475,94
88430,1356,94
88431,1373,94
88434,1223,94
88435,1548,94
88436,1412,94
88439,1406,94
89001,2049,96
89002,688,96
89003,1215,96
89004,1145,96
89005,951,96
89007,747,96
89008,1390,96
89010,1491,96
89011,467,96
89012,678,96
89013,1711,96
89014,544,96
89015,658,96
89017,1829,96
89018,962,96
89019,1091,96
89020,744,96
89021,491,96
89022,2264,96
89025,814,96
89026,1138,96
89027,529,96
89029,379,96
89030,582,96
89031,653,96
89032,666,96
89034,691,96
89039,770,96
89040,999,96
89042,1499,96
89043,2525,96
89044,1177,96
89045,1684,96
89046,765,96
89047,1352,96
89048,803,96
89049,2240,96
89052,777,96
89054,844,96
89060,952,96
89061,856,96
89070,1288,96
89074,623,96
89081,604,96
89084,679,96
89085,708,96
89086,628,96
89101,571,96
89102,663,96
89103,696,96
89104,565,96
89106,628,96
89107,679,96
89108,692,96
89109,636,96
89110,537,96
89113,784,96
89115,587,96
89117,819,96
89118,711,96
89119,638,96
89120,587,96
89121,569,96
89122,511,96
89123,663,96
89124,2080,96
89128,750,96
89129,756,96
89130,699,96
89131,725,96
89134,831,96
89135,1038,96
89138,1138,96
89139,732,96
89141,737,96
89142,534,96
89143,805,96
89144,887,96
89145,802,96
89146,703,96
89147,781,96
89148,802,96
89149,786,96
89156,690,96
89158,658,96
89161,1711,96
89166,1347,96
89169,618,96
89178,886,96
89179,1173,96
89183,701,96
89191,577,96
89301,1884,96
89310,1766,96
89311,2665,96
89314,1569,96
89315,2033,96
89316,1809,96
89317,1712,96
89318,1855,96
89319,2089,96
89402,1951,96
89403,1851,96
89404,1580,96
89405,1252,96
89406,1707,96
89408,1419,96
89409,1624,96
89410,2202,96
89411,1692,96
89412,1957,96
89413,2206,96
89414,1351,96
89415,2704,96
89418,1361,96
89419,1298,96
89420,1361,96
89421,1649,96
89422,1737,96
89423,1449,96
89424,2219,96
89425,1274,96
89426,1774,96
89427,1529,96
89428,1496,96
89429,1512,96
89430,1469,96
89431,1347,96
89433,1447,96
89434,1559,96
89436,1362,96
89437,1730,96
89438,1367,96
89439,1490,96
89440,1955,96
89441,1424,96
89442,1288,96
89444,1677,96
89445,1543,96
89446,1304,96
89447,1434,96
89448,2279,96
89449,2306,96
89450,1928,96
89451,2125,96
89460,1442,96
89496,1430,96
89501,1381,96
89502,1339,96
89503,1446,96
89506,1571,96
89508,1886,96
89509,1412,96
89510,1748,96
89511,2261,96
89512,1410,96
89519,1618,96
89521,1787,96
89523,1608,96
89557,1393,96
89701,1653,96
89703,2619,96
89704,1537,96
89705,1606,96
89706,1742,96
89801,1842,96
89815,1797,96
89820,1575,96
89821,1476,96
89822,1860,96
89823,2593,96
89825,1606,96
89826,2131,96
89828,2383,96
89830,1477,96
89831,2326,96
89832,1622,96
89833,1819,96
89834,1949,96
89835,1811,96
89883,1352,96
90001,46,90
90002,37,90
90003,43,90
90004,80,90
90005,67,90
90006,70,90
90007,62,90
90008,43,90
90010,79,90
90011,60,90
90012,100,90
90013,85,90
90014,86,90
90015,75,90
90016,33,90
90017,116,90
90018,48,90
90019,49,90
90020,71,90
90021,76,90
90022,64,90
90023,67,90
90024,119,90
90025,79,90
90026,142,90
90027,359,90
90028,117,90
90029,103,90
90031,163,90
90032,225,90
90033,119,90
90034,43,90
90035,47,90
90036,69,90
90037,54,90
90038,93,90
90039,117,90
90040,44,90
90041,190,90
90042,196,90
90043,66,90
90044,48,90
90045,38,90
90046,227,90
90047,63,90
90048,53,90
90049,390,90
90052,54,90
90056,80,90
90057,106,90
90058,59,90
90059,32,90
90061,50,90
90062,47,90
90063,126,90
90064,49,90
90065,188,90
90066,21,90
90067,107,90
90068,262,90
90069,152,90
90071,99,90
90073,118,90
90077,289,90
90079,99,90
90089,70,90
90094,8,90
90095,135,90
90201,39,90
90210,211,90
90211,49,90
90212,73,90
90220,26,90
90221,23,90
90222,27,90
90230,15,90
90232,31,90
90240,43,90
90241,40,90
90242,35,90
90245,38,90
90247,20,90
90248,14,90
90249,18,90
90250,26,90
90254,21,90
90255,51,90
90260,18,90
90262,30,90
90263,121,90
90265,411,90
90266,52,90
90270,48,90
90272,325,90
90274,299,90
90275,217,90
90277,30,90
90278,37,90
90280,35,90
90290,446,90
90291,8,90
90292,4,90
90293,42,90
90301,35,90
90302,48,90
90303,27,90
90304,25,90
90305,68,90
90401,32,90
90402,78,90
90403,63,90
90404,51,90
90405,46,90
90501,26,90
90502,19,90
90503,34,90
90504,23,90
90505,28,90
90506,21,90
90601,260,90
90602,156,90
90603,90,90
90604,66,90
90605,71,90
90606,50,90
90620,23,90
90621,26,90
90623,19,90
90630,17,90
90631,127,90
90638,46,90
90639,45,90
90640,61,90
90650,27,90
90660,55,90
90670,47,90
90680,23,90
90701,20,90
90703,21,90
90704,257,90
90706,26,90
90710,24,90
90712,18,90
90713,17,90
90715,17,90
90716,14,90
90717,31,90
90720,10,90
90723,31,90
90731,4,90
90732,122,90
90740,6,90
90742,4,90
90743,1,90
90744,8,90
90745,12,90
90746,28,90
90747,45,90
90755,50,90
90802,9,90
90803,5,90
90804,17,90
90805,17,90
90806,26,90
90807,34,90
90808,16,90
90810,10,90
90813,13,90
90814,25,90
90815,9,90
90822,27,90
90831,13,90
90840,13,90
91001,439,90
91006,144,90
91007,141,90
91008,255,90
91010,166,90
91011,505,90
91016,188,90
91020,413,90
91024,439,90
91030,191,90
91040,440,90
91042,869,90
91046,386,90
91101,263,90
91103,288,90
91104,295,90
91105,217,90
91106,240,90
91107,240,90
91108,174,90
91125,238,90
91201,168,90
91202,423,90
91203,164,90
91204,148,90
91205,159,90
91206,247,90
91207,279,90
91208,394,90
91210,170,90
91214,545,90
91301,312,90
91302,406,90
91303,246,90
91304,277,90
91306,246,90
91307,437,90
91311,521,90
91316,258,90
91320,217,90
91321,512,90
91324,258,90
91325,264,90
91326,418,90
91330,277,90
91331,295,90
91335,229,90
91340,337,90
91342,967,90
91343,261,90
91344,359,90
91345,294,90
91350,414,90
91351,520,90
91352,262,90
91354,366,90
91355,393,90
91356,307,90
91360,241,90
91361,307,90
91362,360,90
91364,313,90
91367,264,90
91371,247,90
91377,348,90
91381,597,90
91384,711,90
91387,998,90
91390,861,90
91401,214,90
91402,250,90
91403,244,90
91405,233,90
91406,229,90
91411,215,90
91423,200,90
91436,274,90
91501,325,90
91502,173,90
91504,442,90
91505,191,90
91506,170,90
91601,192,90
91602,187,90
91604,200,90
91605,236,90
91606,213,90
91607,203,90
91608,220,90
91701,484,90
91702,1538,90
91706,119,90
91708,167,90
91709,336,90
91710,216,90
91711,459,90
91722,159,90
91723,170,90
91724,213,90
91730,360,90
91731,89,90
91732,94,90
91733,72,90
91737,595,90
91739,538,90
91740,261,90
91741,570,90
91744,106,90
91745,124,90
91746,92,90
91748,159,90
91750,485,90
91752,218,90
91754,199,90
91755,158,90
91759,1537,90
91761,261,90
91762,299,90
91763,312,90
91764,313,90
91765,305,90
91766,246,90
91767,312,90
91768,243,90
91770,83,90
91773,294,90
91775,155,90
91776,111,90
91780,113,90
91784,537,90
91786,409,90
91789,188,90
91790,119,90
91791,159,90
91792,189,90
91801,150,90
91803,137,90
91901,583,90
91902,75,90
91905,1162,90
91906,953,90
91910,46,90
91911,73,90
91913,146,90
91914,208,90
91915,151,90
91916,1033,90
91917,624,90
91931,1325,90
91932,1,90
91934,1066,90
91935,794,90
91941,167,90
91942,163,90
91945,126,90
91948,1613,90
91950,29,90
91962,1220,90
91963,845,90
91977,297,90
91978,654,90
91980,579,90
92003,90,90
92004,90,90
92007,55,90
92008,4,90
92009,101,90
92010,79,90
92011,84,90
92014,10,90
92019,142,90
92020,131,90
92021,244,90
92024,76,90
92025,105,90
92026,381,90
92027,516,90
92028,288,90
92029,208,90
92036,866,90
92037,19,90
92040,486,90
92054,13,90
92055,292,90
92056,110,90
92057,29,90
92058,87,90
92059,320,90
92060,1646,90
92061,545,90
92064,315,90
92065,508,90
92066,1203,90
92067,73,90
92069,209,90
92070,1329,90
92071,122,90
92075,50,90
92078,311,90
92081,131,90
92082,540,90
92083,96,90
92084,334,90
92086,1048,90
92091,112,90
92092,118,90
92093,107,90
92096,250,90
92101,10,90
92102,22,90
92103,80,90
92104,102,90
92105,89,90
92106,12,90
92107,61,90
92108,19,90
92109,6,90
92110,7,90
92111,94,90
92113,10,90
92114,106,90
92115,140,90
92116,121,90
92117,102,90
92118,-5,90
92119,335,90
92120,101,90
92121,85,90
92122,105,90
92123,125,90
92124,159,90
92126,131,90
92127,162,90
92128,252,90
92129,173,90
92130,41,90
92131,242,90
92132,3,90
92134,63,90
92135,4,90
92136,3,90
92139,83,90
92140,5,90
92145,138,90
92147,6,90
92154,156,90
92155,8,90
92161,113,90
92173,19,90
92179,180,90
92182,131,90
92201,6,90
92203,7,90
92210,150,90
92211,49,90
92220,674,90
92222,39,90
92223,798,90
92225,145,90
92227,-8,90
92230,499,90
92231,-3,90
92233,-54,90
92234,111,90
92236,269,90
92239,132,90
92240,312,90
92241,271,90
92242,201,90
92243,-10,90
92249,-2,90
92250,35,90
92251,-14,90
92252,797,90
92253,168,90
92254,-47,90
92256,1486,90
92257,59,90
92258,257,90
92259,92,90
92260,209,90
92262,197,90
92264,588,90
92266,318,90
92267,452,90
92268,1487,90
92270,76,90
92273,-15,90
92274,-28,90
92275,-30,90
92276,98,90
92277,365,90
92278,557,90
92280,210,90
92281,-51,90
92282,813,90
92283,346,90
92284,1158,90
92285,1078,90
92301,962,90
92304,200,90
92305,2604,90
92307,1235,90
92308,1087,90
92309,806,90
92310,1276,90
92311,869,90
92313,319,90
92314,2129,90
92315,2329,90
92316,318,90
92317,1615,90
92320,735,90
92321,1674,90
92322,1557,90
92324,544,90
92325,1482,90
92327,593,90
92328,356,90
92332,872,90
92333,2354,90
92335,358,90
92336,462,90
92337,296,90
92338,689,90
92339,2925,90
92341,2273,90
92342,745,90
92344,1150,90
92345,1043,90
92346,456,90
92347,667,90
92350,353,90
92352,1607,90
92354,359,90
92356,877,90
92358,2016,90
92359,745,90
92363,316,90
92364,1054,90
92365,608,90
92368,888,90
92369,414,90
92371,1170,90
92372,1191,90
92373,544,90
92374,429,90
92376,394,90
92377,488,90
92378,1786,90
92382,1854,90
92384,916,90
92385,1178,90
92386,2181,90
92389,592,90
92391,1747,90
92392,1004,90
92394,865,90
92395,897,90
92397,2134,90
92398,1128,90
92399,1094,90
92401,323,90
92404,738,90
92405,364,90
92407,683,90
92408,314,90
92410,324,90
92411,360,90
92415,319,90
92501,248,90
92503,301,90
92504,297,90
92505,228,90
92506,364,90
92507,535,90
92508,505,90
92509,287,90
92518,473,90
92521,354,90
92530,826,90
92532,496,90
92536,994,90
92539,1201,90
92543,499,90
92544,872,90
92545,457,90
92548,606,90
92549,3196,90
92551,456,90
92553,485,90
92555,471,90
92557,537,90
92561,1674,90
92562,718,90
92563,386,90
92567,498,90
92570,715,90
92571,447,90
92582,450,90
92583,486,90
92584,454,90
92585,446,90
92586,434,90
92587,484,90
92590,416,90
92591,377,90
92592,404,90
92595,441,90
92596,480,90
92602,154,90
92603,85,90
92604,30,90
92606,19,90
92610,304,90
92612,28,90
92614,16,90
92617,53,90
92618,95,90
92620,70,90
92624,41,90
92625,70,90
92626,16,90
92627,28,90
92629,104,90
92630,160,90
92637,128,90
92646,3,90
92647,7,90
92648,25,90
92649,8,90
92651,178,90
92653,103,90
92655,13,90
92656,149,90
92657,161,90
92660,45,90
92661,1,90
92662,4,90
92663,22,90
92672,355,90
92673,174,90
92675,32,90
92676,561,90
92677,163,90
92678,809,90
92679,403,90
92683,14,90
92688,250,90
92691,165,90
92692,188,90
92694,82,90
92697,25,90
92701,43,90
92703,28,90
92704,19,90
92705,108,90
92706,41,90
92707,18,90
92708,17,90
92780,40,90
92782,29,90
92801,43,90
92802,42,90
92804,29,90
92805,52,90
92806,63,90
92807,109,90
92808,216,90
92821,221,90
92823,299,90
92831,70,90
92832,50,90
92833,63,90
92835,99,90
92840,36,90
92841,23,90
92843,27,90
92844,22,90
92845,13,90
92860,197,90
92861,112,90
92865,66,90
92866,66,90
92867,123,90
92868,45,90
92869,178,90
92870,88,90
92879,210,90
92880,177,90
92881,429,90
92882,260,90
92883,340,90
92886,151,90
92887,162,90
93001,471,90
93003,114,90
93004,64,90
93010,69,90
93012,37,90
93013,486,90
93015,413,90
93021,265,90
93022,196,90
93023,742,90
93030,20,90
93033,8,90
93035,5,90
93036,35,90
93040,1208,90
93041,6,90
93042,175,90
93043,5,90
93060,280,90
93063,487,90
93064,405,90
93065,247,90
93066,216,90
93067,63,90
93101,23,90
93103,132,90
93105,489,90
93106,18,90
93108,233,90
93109,103,90
93110,38,90
93111,54,90
93117,203,90
93201,62,90
93202,71,90
93203,181,90
93204,226,90
93205,1170,90
93206,87,90
93207,1762,90
93208,1471,90
93210,495,90
93212,57,90
93215,119,90
93218,171,90
93219,80,90
93220,393,90
93221,474,90
93222,2095,90
93223,113,90
93224,521,90
93225,1746,90
93226,1019,90
93227,89,90
93230,72,90
93234,104,90
93235,111,90
93237,675,90
93238,2109,90
93239,89,90
93240,1187,90
93241,121,90
